field_name,source,is_numeric_field
TMPRSS2_ERG_FUSION_STATUS,TMPRSS2_FUSION_STATUS,
TUMOR_GRADE,GRADE_AT_DIAGNOSIS,
TUMOR_GRADE,INITIAL_TUMOR_GRADE,
TUMOR_STAGE_2009,STAGE_AT_DIAGNOSIS,
METASTATIC_SITE,SITE_OF_METASTASIS,
METASTATIC_SITE,DISTANT_METASTATIC_SITE,
PRIMARY_SITE,ORGAN_SITE,
SAMPLE_DISPLAY_NAME,SPECIMEN_NAME,
SAMPLE_TYPE,SPECIMEN_TYPE_CLASSIFICATION,
SAMPLE_TYPE,TISSUE_TYPE,
SAMPLE_TYPE,SAMPLE_CLASSIFICATION_TYPE,
TUMOR_TISSUE_SITE,TUMOR_COLLECTION_SITE,
TUMOR_TISSUE_SITE,BIOPSY_SITE,
TUMOR_TYPE,PATHOLOGICAL_TUMOR_TYPE,
AGENT,CHEMOTHERAPY_AGENT,
AGENT,MEDICATION_NAME,
AGENT_CLASS,TREATMENT_CLASS,
DIAGNOSTIC_TYPE,TEST_TYPE,
DIAGNOSTIC_TYPE,DIAGNOSTIC_METHOD,
DIAGNOSTIC_TYPE_DETAILED,DETAILED_TEST_TYPE,
DIAGNOSTIC_TYPE_DETAILED,SPECIFIC_DIAGNOSTIC_METHOD,
SPECIMEN_SITE,COLLECTION_SITE,
SPECIMEN_SITE,TISSUE_SOURCE_SITE,
SPECIMEN_TYPE,TISSUE_TYPE_SPECIMEN,
SPECIMEN_TYPE,SAMPLE_SPECIMEN_TYPE,
START_DATE,THERAPY_START_DATE,yes
START_DATE,PROCEDURE_START_DATE,yes
START_DATE,BASELINE_DATE,yes
STATUS,TREATMENT_STATUS,
STATUS,CLINICAL_STATUS,
STATUS,THERAPY_STATUS,
STOP_DATE,THERAPY_END_DATE,yes
STOP_DATE,PROCEDURE_STOP_DATE,yes
TEST,MOLECULAR_TEST,
TL_RESULT,RESULT_VALUE,
TL_SOURCE,DATA_SOURCE,
TREATMENT_TYPE,FIRST_LINE_TREATMENT,
TREATMENT_TYPE,FIRST_LINE_MET_TX,
TREATMENT_TYPE,SECOND_LINE_TREATMENT,
TREATMENT_TYPE,THIRD_LINE_TREATMENT,
TREATMENT_TYPE,ADJUVANT_TREATMENT,
TREATMENT_TYPE,NEOADJUVANT_TREATMENT,
TREATMENT_TYPE,MAINTENANCE_TREATMENT,
TREATMENT_TYPE,INDUCTION_THERAPY,
TREATMENT_TYPE,CONSOLIDATION_THERAPY,
TREATMENT_TYPE,SALVAGE_THERAPY,
AGE,PRD_AGE_IN_YEARS,yes
AGE,CRDB_AGE_AT_ENROLLMENT,yes
AGE,MSK_PT_AGE_DAYS,yes
AGE,TCGA_PATIENT.AGE_AT_INITIAL_PATHOLOGIC_DIAGNOSIS,yes
AGE,GDC_DEMOGRAPHIC-AGE_AT_INDEX,yes
DFS_MONTHS,CRDB_DFS_MONTHS,yes
DFS_MONTHS,MSK_DFS_TIME_MO,yes
DFS_MONTHS,TCGA_DISEASE_FREE_SURVIVAL_IN_MONTHS,yes
DFS_MONTHS,CALC_DFS_INTERVAL_MONTHS,yes
DFS_STATUS,PRD_DFS_STATUS_YN,
DFS_STATUS,CRDB_DFS_FLAG,
DFS_STATUS,MSK_DFS_EVENT_INDICATOR,
DFS_STATUS,TCGA_DFS_EVENT_TYPE,
GENDER,PRD_GENDER,
GENDER,CRDB_SELF_REPORTED_GENDER,
GENDER,MSK_PT_GENDER,
GENDER,TCGA_DEMOGRAPHIC-GENDER,
OS_MONTHS,CRDB_OS_MONTHS,yes
OS_MONTHS,MSK_OVERALL_SURVIVAL_MONTHS,yes
OS_MONTHS,TCGA_MONTHS_TO_DEATH,yes
OS_MONTHS,GDC_DAYS_TO_DEATH_OR_LAST_FOLLOWUP,yes
OS_STATUS,PRD_OS_STATUS_YN,
OS_STATUS,CRDB_VITAL_STATUS_INDICATOR,
OS_STATUS,MSK_OS_EVENT_FLAG,
OS_STATUS,TCGA_VITAL_STATUS,
PATIENT_DISPLAY_NAME,PRD_PATIENT_NAME,
PATIENT_DISPLAY_NAME,CRDB_PT_NAME_DISPLAY,
PATIENT_DISPLAY_NAME,MSK_PATIENT_DISPLAY_NAME,
PATIENT_DISPLAY_NAME,GDC_SUBMITTER_ID,
PATIENT_ID,PRD_PATIENT_ID,
PATIENT_ID,CRDB_PT_ID,
PATIENT_ID,MSK_DMP_ID,
PATIENT_ID,TCGA_PARTICIPANT_ID,
PATIENT_ID,GDC_CASE_ID,
SEX,SELF_REPORTED_SEX,
SEX,CLIN_SEX_AT_BIRTH,
SEX,TCGA_SEX,
SEX,PATH_SAMPLE_SEX,
TUMOR_SITE,PRD_TUMOR_SITE_PATIENT,
TUMOR_SITE,CRDB_PRIMARY_SITE,
TUMOR_SITE,MSK_TUMOR_SITE_CODE,
TUMOR_SITE,TCGA_PRIMARY_DIAGNOSIS_SITE,
TUMOR_SITE,ICD_O_SITE_CODE,
ASCN.CCF_EXPECTED_COPIES,NGS_ASCN_CCF_EXPECTED_COPIES,yes
ASCN.CCF_EXPECTED_COPIES,DERIVED_ASCN.CCF_EXPECTED_COPIES,yes
ASCN.CCF_EXPECTED_COPIES,CURATED_CCF_COPIES_EXPECTED,yes
ASCN.CCF_EXPECTED_COPIES_UPPER,NGS_ASCN_CCF_EXPECTED_COPIES_UPPER,yes
ASCN.CCF_EXPECTED_COPIES_UPPER,DERIVED_ASCN.CCF_UPPER_BOUND,yes
ASCN.CCF_EXPECTED_COPIES_UPPER,INFERRED_ASCN_CCF_COPIES_UPPER,yes
ASCN.EXPECTED_ALT_COPIES,NGS_ASCN_EXPECTED_ALT_COPIES,yes
ASCN.EXPECTED_ALT_COPIES,DERIVED_ALT_ALLELE_COPIES_EXPECTED,yes
ASCN.EXPECTED_ALT_COPIES,CURATED_EXPECTED_ALT_CN,yes
CANCER_TYPE,PRD_CANCER_TYPE,
CANCER_TYPE,CRDB_CANCER_TYPE_DESC,
CANCER_TYPE,MSK_CANCER_TYPE,
CANCER_TYPE,TCGA_PROJECT_ID,
CANCER_TYPE,ICD_O_HISTOLOGY,
CANCER_TYPE_DETAILED,CRDB_CANCER_TYPE_DETAILED,
CANCER_TYPE_DETAILED,MSK_CANCER_TYPE_DETAILED_CONDENSED,
CANCER_TYPE_DETAILED,TCGA_CANCER_TYPE_DETAILED,
CANCER_TYPE_DETAILED,CURATED_CANCER_TYPE_DETAILED,
DRIVER_MUTATIONS,NGS_DRIVER_MUTATIONS,
DRIVER_MUTATIONS,DERIVED_DRIVER_MUTATION_LIST,
DRIVER_MUTATIONS,INFERRED_DRIVER_GENES,
DRIVER_MUTATIONS,CURATED_KNOWN_DRIVERS,
ERG_FUSION_ACGH,PATH_ERG_FUSION_BY_ACGH,
ERG_FUSION_ACGH,NGS_ERG_FUSION_ARRAY_CGH,
ERG_FUSION_ACGH,TCGA_ERG_FUSION_ACGH_FLAG,
ERG_FUSION_ACGH,REPORTED_ERG_FUSION_ACGH_STATUS,
ETS_RAF_SPINK1_STATUS,NGS_ETS_RAF_SPINK1_STATUS,
ETS_RAF_SPINK1_STATUS,DERIVED_ETS_RAF_SPINK1_FLAG,
ETS_RAF_SPINK1_STATUS,CURATED_ETS_RAF_SPINK1_CLASSIFICATION,
ETS_RAF_SPINK1_STATUS,INFERRED_ETS_RAF_SPINK1_INDICATOR,
GLEASON_SCORE,PATH_GLEASON_SCORE,
GLEASON_SCORE,CRDB_GLEASON_GRADE_GROUP,
GLEASON_SCORE,MSK_GLEASON_PRIMARY_SECONDARY,
GLEASON_SCORE,TCGA_GLEASON_PATTERN_PRIMARY_SECONDARY,
HISTOLOGY,PATH_HISTOLOGY_DIAGNOSIS,
HISTOLOGY,CRDB_HISTOLOGIC_TYPE,
HISTOLOGY,MSK_HISTOLOGY_CODE,
HISTOLOGY,ICD_O_HISTOLOGY_CODE,
HISTOLOGY,CURATED_HISTOLOGY_CONDENSED,
KNOWN_MOLECULAR_CLASSIFIER,DERIVED_KNOWN_MOLECULAR_CLASSIFIER,
KNOWN_MOLECULAR_CLASSIFIER,CURATED_MOL_CLASSIFIER_TYPE,
KNOWN_MOLECULAR_CLASSIFIER,INFERRED_MOL_SUBTYPE_CLASSIFIER,
KNOWN_MOLECULAR_CLASSIFIER,NGS_MOLECULAR_CLASSIFIER_RESULT,
SERUM_PSA,CLIN_SERUM_PSA_NG_ML,yes
SERUM_PSA,PRD_PSA_VALUE_AT_DIAGNOSIS,yes
SERUM_PSA,CRDB_PRETREATMENT_PSA_LEVEL,yes
SERUM_PSA,MSK_PSA_BASELINE,yes
TMPRSS2_ERG_FUSION_STATUS,NGS_TMPRSS2_ERG_FUSION_STATUS,
TMPRSS2_ERG_FUSION_STATUS,PATH_TMPRSS2_ERG_FUSION_YN,
TMPRSS2_ERG_FUSION_STATUS,TCGA_TMPRSS2_ERG_FUSION_INDICATOR,
TMPRSS2_ERG_FUSION_STATUS,CURATED_TMPRSS2_ERG_FUSION_FLAG,
TUMOR_GRADE,PATH_TUMOR_GRADE,
TUMOR_GRADE,CRDB_TUMOR_GRADE_DESCRIPTION,
TUMOR_GRADE,MSK_TUMOR_GRADE_CODE,
TUMOR_GRADE,TCGA_TUMOR_GRADE,
TUMOR_STAGE_2009,CRDB_TUMOR_STAGE_2009_AJCC,
TUMOR_STAGE_2009,MSK_STAGE_2009,
TUMOR_STAGE_2009,TCGA_STAGE_2009,
TUMOR_STAGE_2009,CURATED_AJCC_STAGE_2009,
METASTATIC_SITE,PRD_METASTATIC_SITE_LOCATION,
METASTATIC_SITE,CRDB_METS_SITE_CODE,
METASTATIC_SITE,MSK_METASTATIC_SITE,
METASTATIC_SITE,PATH_METASTASIS_SITE_DETAIL,
PRIMARY_SITE,CRDB_PRIMARY_SITE_CODE,
PRIMARY_SITE,MSK_PRIMARY_TUMOR_SITE,
PRIMARY_SITE,TCGA_PRIMARY_SITE,
PRIMARY_SITE,ICD_O_PRIMARY_SITE,
SAMPLE_CLASS,CRDB_SAMPLE_CLASS,
SAMPLE_CLASS,MSK_SAMPLE_CLASS_CODE,
SAMPLE_CLASS,NGS_SAMPLE_CLASS_DESIGNATION,
SAMPLE_CLASS,CURATED_SAMPLE_CLASS_CONDENSED,
SAMPLE_DISPLAY_NAME,CRDB_SAMPLE_DISPLAY_NAME,
SAMPLE_DISPLAY_NAME,MSK_SAMPLE_ID_DISPLAY,
SAMPLE_DISPLAY_NAME,GDC_SUBMITTER_SAMPLE_ID,
SAMPLE_DISPLAY_NAME,TCGA_ALIQUOT_BARCODE,
SAMPLE_ID,CRDB_SAMPLE_ID,
SAMPLE_ID,MSK_DMP_SAMPLE_ID,
SAMPLE_ID,GDC_SAMPLE_ID,
SAMPLE_ID,TCGA_SAMPLE_UUID,
SAMPLE_TYPE,CRDB_SAMPLE_TYPE_DESCRIPTION,
SAMPLE_TYPE,MSK_SAMPLE_TYPE_CODE,
SAMPLE_TYPE,NGS_SAMPLE_TYPE_DETAIL,
SAMPLE_TYPE,PATH_TISSUE_SAMPLE_TYPE,
TUMOR_TISSUE_SITE,PATH_TUMOR_TISSUE_SITE_SAMPLE,
TUMOR_TISSUE_SITE,CRDB_TISSUE_SITE_FROM_SAMPLE,
TUMOR_TISSUE_SITE,MSK_TUMOR_TISSUE_SITE,
TUMOR_TISSUE_SITE,CURATED_TUMOR_TISSUE_SITE,
TUMOR_TYPE,CRDB_TUMOR_TYPE_DESIGNATION,
TUMOR_TYPE,MSK_TUMOR_TYPE_CODE,
TUMOR_TYPE,TCGA_TUMOR_DESCRIPTOR,
TUMOR_TYPE,ICD_O_MORPHOLOGY_CODE,
AGENT,CLIN_TREATMENT_AGENT_NAME,
AGENT,CRDB_AGENT_DESCRIPTION,
AGENT,MSK_AGENT_NAME_CURATED,
AGENT,PRD_MEDICATION_AGENT,
AGENT_CLASS,CRDB_AGENT_CLASS_CODE,
AGENT_CLASS,MSK_DRUG_CLASS_HIERARCHY,
AGENT_CLASS,DERIVED_AGENT_CLASS_CATEGORY,
AGENT_CLASS,CURATED_AGENT_CLASS_ATC,
DIAGNOSTIC_TYPE,CLIN_DIAGNOSTIC_TEST_TYPE,
DIAGNOSTIC_TYPE,CRDB_DIAGNOSTIC_TYPE_CODE,
DIAGNOSTIC_TYPE,PATH_DIAGNOSTIC_TYPE_DESCRIPTION,
DIAGNOSTIC_TYPE,MSK_DIAGNOSTIC_PROCEDURE_TYPE,
DIAGNOSTIC_TYPE_DETAILED,CRDB_DIAGNOSTIC_TYPE_DETAILED,
DIAGNOSTIC_TYPE_DETAILED,MSK_DIAGNOSTIC_TYPE_DETAILED_DESC,
DIAGNOSTIC_TYPE_DETAILED,PATH_DIAGNOSTIC_METHOD_DETAIL,
DIAGNOSTIC_TYPE_DETAILED,CURATED_DIAGNOSTIC_TYPE_EXPANDED,
EVENT_TYPE,CRDB_EVENT_TYPE_CODE,
EVENT_TYPE,MSK_EVENT_TYPE_DESCRIPTION,
EVENT_TYPE,TCGA_EVENT_TYPE_INDICATOR,
EVENT_TYPE,DERIVED_EVENT_CATEGORY,
SPECIMEN_SITE,PATH_SPECIMEN_COLLECTION_SITE,
SPECIMEN_SITE,CRDB_SPECIMEN_SITE_CODE,
SPECIMEN_SITE,MSK_SPECIMEN_ANATOMIC_SITE,
SPECIMEN_SITE,CURATED_SPECIMEN_SITE_CONDENSED,
SPECIMEN_TYPE,PATH_SPECIMEN_TYPE_DESCRIPTION,
SPECIMEN_TYPE,CRDB_SPECIMEN_TYPE_CODE,
SPECIMEN_TYPE,MSK_SPECIMEN_TYPE_DETAIL,
SPECIMEN_TYPE,NGS_SPECIMEN_TYPE_CLASSIFICATION,
START_DATE,CLIN_TREATMENT_START_DATE,yes
START_DATE,CRDB_EVENT_START_DATE,yes
START_DATE,MSK_START_DATE_YYYY_MM_DD,yes
START_DATE,PRD_INTERVENTION_START_DT,yes
STATUS,CRDB_STATUS_FLAG,
STATUS,MSK_EVENT_STATUS_INDICATOR,
STATUS,TCGA_EVENT_STATUS_CODE,
STATUS,DERIVED_CURRENT_STATUS,
STOP_DATE,CLIN_TREATMENT_END_DATE,yes
STOP_DATE,CRDB_EVENT_STOP_DATE,yes
STOP_DATE,MSK_STOP_DATE_YYYY_MM_DD,yes
STOP_DATE,PRD_INTERVENTION_END_DT,yes
STYLE_COLOR,DERIVED_STYLE_COLOR_HEX,
STYLE_COLOR,CURATED_COLOR_CODE,
STYLE_COLOR,INFERRED_DISPLAY_COLOR,
STYLE_SHAPE,DERIVED_STYLE_SHAPE_DESIGNATION,
STYLE_SHAPE,CURATED_SHAPE_CODE,
STYLE_SHAPE,INFERRED_DISPLAY_SHAPE,
SUBTYPE,CRDB_SUBTYPE_CLASSIFICATION,
SUBTYPE,MSK_MOLECULAR_SUBTYPE,
SUBTYPE,CURATED_SUBTYPE_CONDENSED,
SUBTYPE,INFERRED_SUBTYPE_FROM_MUTATIONS,
TEST,CLIN_TEST_NAME,
TEST,CRDB_TEST_CODE_DESCRIPTION,
TEST,MSK_TEST_NAME_CURATED,
TEST,NGS_TEST_TYPE_DESIGNATION,
TL_PATIENT_ID,CRDB_TIMELINE_PATIENT_ID,
TL_PATIENT_ID,MSK_TL_PATIENT_ID,
TL_PATIENT_ID,GDC_TL_PATIENT_UUID,
TL_RESULT,CRDB_TIMELINE_RESULT_VALUE,
TL_RESULT,MSK_TL_RESULT_TEXT,
TL_RESULT,DERIVED_TL_RESULT_INTERPRETATION,
TL_SAMPLE_ID,CRDB_TIMELINE_SAMPLE_ID,
TL_SAMPLE_ID,MSK_TL_SAMPLE_ID,
TL_SAMPLE_ID,GDC_TL_SAMPLE_UUID,
TL_SOURCE,CRDB_TIMELINE_SOURCE_TABLE,
TL_SOURCE,MSK_TL_SOURCE_SYSTEM,
TL_SOURCE,DERIVED_TIMELINE_SOURCE_ORIGIN,
TREATMENT_TYPE,CLIN_TREATMENT_TYPE_CODE,
TREATMENT_TYPE,CRDB_TREATMENT_TYPE_DESCRIPTION,
TREATMENT_TYPE,MSK_TREATMENT_TYPE_CURATED,
TREATMENT_TYPE,TCGA_TREATMENT_TYPE,
